iter	MeanSimScore	StdSimScore	MeanNegScore	StdNegScore
05087	0.397032291	0.20053467	-0.002282228	0.13928512
05088	0.383647352	0.19225527	-0.003309443	0.13787332
05089	0.362326056	0.17705882	-0.002847095	0.13817136
05090	0.373631358	0.19701964	-0.001781631	0.13648576
05091	0.398669928	0.19827773	-0.003462906	0.13789953
05092	0.348211706	0.19915150	-0.002316960	0.13758707
05093	0.416361690	0.20558360	-0.002889064	0.13449797
05094	0.372070432	0.18755992	-0.001825614	0.13768052
05095	0.413201064	0.18263954	-0.002227488	0.13691559
05096	0.371436298	0.19372335	-0.002642969	0.13873141
05097	0.391387433	0.19485006	-0.002037465	0.13804312
05098	0.386225909	0.18800907	-0.002357521	0.14133872
05099	0.361372650	0.18059531	-0.001618753	0.14001644
05100	0.417978495	0.20421624	-0.004176539	0.13765359
05101	0.401904523	0.17975777	-0.003335878	0.13831216
05102	0.378722161	0.18835379	-0.001144652	0.13897970
05103	0.392860711	0.20894268	-0.002819818	0.13616617
05104	0.415563971	0.19017902	-0.002688795	0.13698879
05105	0.412459701	0.18759178	-0.002448279	0.13627034
05106	0.376327962	0.19985682	-0.003413173	0.13554461
05107	0.381669760	0.18584901	-0.003542110	0.13685308
05108	0.386903793	0.18882465	-0.002670328	0.13699876
05109	0.386633188	0.18715206	-0.001189876	0.13908786
05110	0.372987837	0.21007186	-0.003235670	0.13724427
05111	0.444270998	0.21713029	-0.001836551	0.13707738
05112	0.411548376	0.20240194	-0.001915956	0.13689578
05113	0.426661611	0.20447260	-0.003358349	0.13573948
05114	0.364100218	0.20293966	-0.002173249	0.13886589
05115	0.374711961	0.17577001	-0.003264440	0.13860416
05116	0.392443657	0.20050769	-0.002857381	0.13893300
05117	0.403856128	0.20134512	-0.002029130	0.13983156
05118	0.365705371	0.17791827	-0.002043368	0.13804384
05119	0.367531210	0.18753886	-0.002384424	0.14094999
05120	0.369077384	0.18156166	-0.002841455	0.13938314
05121	0.374818295	0.19444051	-0.002961569	0.13752730
05122	0.405172288	0.19258878	-0.001966453	0.13742253
05123	0.428917974	0.18718290	-0.002118544	0.14062199
05124	0.370042264	0.16368346	-0.002496110	0.14057232
05125	0.402780414	0.18830769	-0.003237499	0.14399856
05126	0.382993191	0.19211338	-0.002861058	0.14069182
05127	0.371623665	0.18914610	-0.001948474	0.13968913
05128	0.371946067	0.18164469	-0.003210482	0.13979688
05129	0.387985170	0.18808763	-0.001522395	0.13723657
05130	0.382210433	0.18781541	-0.002718469	0.13919272
05131	0.375459105	0.17161286	-0.001527722	0.14021149
05132	0.424639374	0.20979512	-0.002857138	0.13764285
05133	0.429456234	0.19586924	-0.001825762	0.13880318
05134	0.384889454	0.21187000	-0.002252227	0.13769639
05135	0.399018258	0.18550853	-0.002084252	0.13385315
05136	0.368060708	0.19022818	-0.002881565	0.13699861
05137	0.364072055	0.18418065	-0.001761463	0.13644950
05138	0.381537735	0.19421856	-0.002364517	0.14026380
05139	0.419654191	0.20522471	-0.003731214	0.13650899
05140	0.387670547	0.18575668	-0.002336580	0.14024296
05141	0.371187717	0.19287595	-0.002285555	0.13685083
05142	0.425795615	0.19683033	-0.003272211	0.13960801
05143	0.406971961	0.18892874	-0.003043518	0.13644460
05144	0.391472399	0.20098624	-0.002349036	0.13850461
05145	0.396745563	0.20413759	-0.003402471	0.14034051
05146	0.400646836	0.19126460	-0.002576585	0.13817279
05147	0.393146515	0.17589146	-0.002106157	0.13951047
05148	0.434391022	0.18381521	-0.000978851	0.13977814
05149	0.383559495	0.19384469	-0.002800369	0.13809240
05150	0.377497017	0.20503770	-0.003111886	0.13736515
05151	0.369159490	0.18393888	-0.002006198	0.13525303
05152	0.374887824	0.19208299	-0.001581934	0.13764587
05153	0.411414146	0.18660608	-0.002490805	0.13687010
05154	0.415053338	0.19038779	-0.003188522	0.13784730
05155	0.390428215	0.18147905	-0.001823790	0.13645773
05156	0.379851222	0.19671436	-0.003105317	0.13904262
05157	0.389339417	0.18949886	-0.002891076	0.13872884
05158	0.391578078	0.18233438	-0.001871747	0.13543235
05159	0.394224316	0.19258937	-0.001941181	0.13739856
05160	0.402076393	0.20160647	-0.003861883	0.13675316
05161	0.391040087	0.19551109	-0.003032366	0.13946046
05162	0.398087949	0.21918844	-0.002335679	0.13516130
05163	0.420634180	0.20059066	-0.000950589	0.13642684
05164	0.413498163	0.20434366	-0.002493475	0.13686348
05165	0.380404741	0.18757598	-0.002014949	0.14029565
05166	0.406991392	0.19649863	-0.001071181	0.13790853
05167	0.395189464	0.19450322	-0.003012878	0.13698861
05168	0.434712499	0.19953646	-0.003201498	0.13744253
05169	0.401333988	0.20824836	-0.002618000	0.13558860
05170	0.404842556	0.18726590	-0.002058342	0.13870184
05171	0.431336939	0.21387447	-0.003163413	0.13794331
05172	0.425592065	0.19960165	-0.001984142	0.13797656
05173	0.398300797	0.19439025	-0.002461767	0.13625002
05174	0.412907839	0.20026363	-0.002399951	0.13680989
05175	0.413698912	0.19620657	-0.002763001	0.13837202
05176	0.412562788	0.19111063	-0.002822614	0.13680474
05177	0.372811943	0.18372218	-0.002393402	0.13729511
05178	0.410215378	0.18849683	-0.001974635	0.13818957
05179	0.376826435	0.19949079	-0.002404446	0.13858508
05180	0.399271965	0.19726165	-0.000716864	0.13706255
05181	0.404008836	0.20521913	-0.002273123	0.13842659
05182	0.399405092	0.20649582	-0.001723616	0.13540997
05183	0.376495302	0.19204685	-0.003181345	0.13839996
05184	0.445652664	0.18673830	-0.001752079	0.13883081
05185	0.372847021	0.18877071	-0.003037641	0.14038007
05186	0.433043092	0.18772773	-0.002127379	0.13977696
05187	0.407350868	0.19184706	-0.003029247	0.13997036
05188	0.396563083	0.18260352	-0.003210375	0.13558386
05189	0.349449426	0.18150622	-0.002038200	0.13755356
05190	0.377908945	0.20322412	-0.003527980	0.13544774
05191	0.371048748	0.19977912	-0.002739151	0.13891789
05192	0.374009699	0.18666713	-0.002963582	0.13762866
05193	0.390262902	0.19576912	-0.003110841	0.13736978
05194	0.339260995	0.18453430	-0.002713505	0.14025870
05195	0.419165730	0.22032356	-0.002345254	0.13781354
05196	0.395787925	0.20484610	-0.002862615	0.13717423
05197	0.367958426	0.19962847	-0.002327696	0.13756381
05198	0.366813481	0.18363236	-0.002443199	0.13631931
05199	0.421281755	0.19619459	-0.003062879	0.13823277
05200	0.372754455	0.19700302	-0.002290082	0.13781507
05201	0.385108083	0.17850329	-0.003915022	0.13861698
05202	0.407737583	0.18853128	-0.002328126	0.13646038
05203	0.397490919	0.17786108	-0.002459626	0.13864939
05204	0.422505468	0.19894017	-0.000389637	0.13834193
05205	0.436310053	0.20169529	-0.002659151	0.13574934
05206	0.357465863	0.17876600	-0.001622179	0.14159407
05207	0.377169162	0.18635954	-0.001724173	0.13771802
05208	0.405161381	0.19021279	-0.001868136	0.13447888
05209	0.364809453	0.18744434	-0.002375497	0.14037427
05210	0.398049593	0.20936601	-0.002677904	0.13659795
05211	0.414890379	0.19119306	-0.000964151	0.13895412
05212	0.370056868	0.17260006	-0.002773819	0.13995244
05213	0.403271824	0.20117284	-0.003038113	0.13734664
05214	0.361385733	0.19365242	-0.001947060	0.13831787
05215	0.403726935	0.19688095	-0.002865706	0.13739137
05216	0.415046871	0.18990821	-0.001888298	0.13839927
05217	0.396240890	0.18507911	-0.002751681	0.13788606
05218	0.390582770	0.20712575	-0.001665566	0.13766149
05219	0.452020705	0.19300824	-0.001282454	0.13694145
05220	0.365888447	0.18514781	-0.002432312	0.13919607
05221	0.370854139	0.19248568	-0.002490050	0.13428968
05222	0.372104913	0.19234912	-0.002587559	0.13820116
05223	0.371818602	0.17676438	-0.002476010	0.13906763
05224	0.389539450	0.18628767	-0.002591252	0.13888073
05225	0.348041087	0.17989156	-0.003156559	0.13985467
05226	0.380439222	0.19508332	-0.002134192	0.13743290
05227	0.391944528	0.19019820	-0.001479981	0.13592936
05228	0.388511181	0.20381439	-0.001279782	0.13766351
05229	0.401564717	0.19334190	-0.002194103	0.13719553
05230	0.418498099	0.19737366	-0.002304898	0.13689151
05231	0.385209441	0.18883623	-0.002762157	0.13732614
05232	0.410454988	0.18782988	-0.003306134	0.14016119
05233	0.377986491	0.18405347	-0.001397546	0.13914357
05234	0.411836714	0.21223323	-0.001407931	0.13853952
05235	0.362112284	0.19786744	-0.002301872	0.14030601
05236	0.372383863	0.17605343	-0.002097820	0.13987170
05237	0.410283864	0.19052307	-0.000801349	0.13744026
05238	0.387305588	0.20526093	-0.002096027	0.13544109
05239	0.390247554	0.18439212	-0.001539561	0.13603382
05240	0.398739338	0.19389451	-0.003339157	0.13845526
05241	0.404470354	0.19946958	-0.001675120	0.13588074
05242	0.385286927	0.18298134	-0.000843237	0.13855845
05243	0.394349277	0.17192113	-0.002620084	0.13694569
05244	0.426662266	0.20647369	-0.001762919	0.13615249
05245	0.394691050	0.21211655	-0.002077051	0.13900910
05246	0.383147389	0.17722222	-0.001976344	0.13769251
05247	0.370476723	0.17912847	-0.002545049	0.13686973
05248	0.396861851	0.18334226	-0.001824631	0.13590011
05249	0.423274636	0.18637209	-0.002229352	0.13757196
05250	0.414091676	0.20303917	-0.002267833	0.13659346
05251	0.407838792	0.20742297	-0.003155503	0.13993180
05252	0.363186896	0.18862893	-0.002434138	0.13809757
05253	0.385025531	0.18958893	-0.002381344	0.13652386
05254	0.400644451	0.20051530	-0.003159841	0.13707778
05255	0.410303086	0.18796970	-0.002441911	0.13960904
05256	0.377027303	0.20809866	-0.002318745	0.13922063
05257	0.371108711	0.18595619	-0.003812069	0.13966796
05258	0.395159930	0.19776364	-0.001642373	0.13621084
05259	0.417497963	0.22590572	-0.002321016	0.13568293
05260	0.365157425	0.19709043	-0.001881621	0.13853689
05261	0.413794518	0.17755575	-0.001761041	0.14006986
05262	0.395342916	0.18900529	-0.001747462	0.13532206
05263	0.374619871	0.19275625	-0.002630173	0.13936566
05264	0.417937368	0.18627569	-0.001612620	0.13844238
05265	0.386053175	0.19858094	-0.001843816	0.13864842
05266	0.353484631	0.18511614	-0.003235414	0.14102159
05267	0.364262164	0.20237772	-0.002145206	0.13700533
05268	0.383516341	0.17673482	-0.003327783	0.13864851
05269	0.410646051	0.20009972	-0.001983825	0.14166899
05270	0.407967955	0.19345205	-0.002242252	0.13777539
05271	0.416003227	0.21114844	-0.002217110	0.13856450
05272	0.429523498	0.20662205	-0.002894455	0.13719770
05273	0.380075753	0.17349240	-0.001378609	0.13944013
05274	0.402097523	0.19697349	-0.001436983	0.14016938
05275	0.366360158	0.18432704	-0.001869610	0.13769919
05276	0.397936046	0.18656762	-0.001770808	0.13903829
05277	0.386350513	0.20539084	-0.002525623	0.13787204
05278	0.385003209	0.20252918	-0.001752987	0.13909790
05279	0.448301286	0.19850397	-0.002440879	0.13709444
05280	0.419749558	0.18364787	-0.001506056	0.13601767
05281	0.414926261	0.19352500	-0.001381375	0.13666749
05282	0.347969413	0.18068893	-0.002400790	0.14121658
05283	0.381219357	0.17995246	-0.002629678	0.13789207
05284	0.384428352	0.19144508	-0.001712831	0.13815120
05285	0.387389392	0.19124438	-0.002008520	0.13625517
05286	0.364720076	0.19338872	-0.001362684	0.13733050
05287	0.387202173	0.19102041	-0.001995633	0.13810161
05288	0.401312351	0.19160810	-0.001546559	0.13894862
05289	0.398871869	0.21040234	-0.003104343	0.14053829
05290	0.366777420	0.18853419	-0.002047295	0.13871813
05291	0.356272548	0.17442670	-0.001856135	0.13751496
05292	0.387901038	0.17327909	-0.001151363	0.13981469
05293	0.416262686	0.21100132	-0.001168461	0.14054877
05294	0.391354442	0.16966434	-0.001920967	0.13790537
05295	0.397534490	0.20703660	-0.002076007	0.13884649
05296	0.403634250	0.19715242	-0.001592725	0.13766554
05297	0.412712961	0.20373966	-0.001683377	0.13895555
05298	0.423307985	0.20231804	-0.002294334	0.13985221
05299	0.387424856	0.18862654	-0.002340289	0.13551477
05300	0.397066593	0.19195530	-0.001928090	0.13850479
05301	0.371872008	0.19322620	-0.002360786	0.14144710
05302	0.435552806	0.19726273	-0.002208884	0.13706540
05303	0.407790273	0.19439676	-0.001835702	0.13848145
05304	0.367582858	0.16854051	-0.002164114	0.13957822
05305	0.414813012	0.20318313	-0.002089553	0.13781917
05306	0.411750883	0.18491524	-0.001733262	0.13901199
05307	0.391749263	0.19322360	-0.001217590	0.13794583
05308	0.417744339	0.19744681	-0.002859079	0.13857883
05309	0.418335438	0.20360206	-0.001661747	0.13791145
05310	0.426698774	0.19301100	-0.003405361	0.13779399
05311	0.394711643	0.19474988	-0.002241632	0.13840720
05312	0.415525287	0.18454389	-0.002153008	0.14046027
05313	0.392570108	0.18358627	-0.002462914	0.14164346
05314	0.356517315	0.18993108	-0.003527763	0.13926402
05315	0.375296295	0.18762554	-0.001857797	0.13869391
05316	0.365612626	0.19218117	-0.001811845	0.13669762
05317	0.388596565	0.20462623	-0.003220499	0.13783357
05318	0.379999369	0.17082106	-0.002066497	0.13843571
05319	0.373015761	0.18556383	-0.001955361	0.13752103
05320	0.397534251	0.19724533	-0.002876562	0.13731208
05321	0.381806076	0.19431494	-0.001991348	0.13685395
05322	0.379878104	0.19543120	-0.001947916	0.13810140
05323	0.395181060	0.20372817	-0.003381254	0.13806497
05324	0.411826134	0.20290443	-0.001784275	0.14055362
05325	0.416024238	0.20257764	-0.003077466	0.13748589
05326	0.408024460	0.18262480	-0.001934646	0.13738327
05327	0.388038039	0.18066296	-0.001640671	0.13817078
05328	0.406928480	0.19215006	-0.002636695	0.13827680
05329	0.358402342	0.19638336	-0.001719943	0.13821971
05330	0.386042267	0.18849018	-0.002848914	0.13908204
05331	0.393527389	0.18128261	-0.002140595	0.13743886
05332	0.409427673	0.18036368	-0.002476271	0.13975315
05333	0.392239422	0.18250979	-0.003559168	0.13853873
05334	0.369254142	0.19154343	-0.003266820	0.13649406
05335	0.383557975	0.17114735	-0.001665154	0.14086029
05336	0.381898344	0.19360101	-0.002633411	0.13736738
05337	0.406969607	0.20442507	-0.002840973	0.13863647
05338	0.358733624	0.18943407	-0.003220639	0.13748653
05339	0.435902864	0.21592261	-0.002915105	0.13842878
05340	0.405572414	0.19734959	-0.002429844	0.13806738
05341	0.417966157	0.18963838	-0.001587466	0.13935705
05342	0.355079979	0.19755742	-0.001524171	0.13909145
05343	0.372515172	0.19586910	-0.003423076	0.13763405
05344	0.373392910	0.19225712	-0.002778292	0.13723600
05345	0.396706671	0.20079656	-0.002317760	0.13997583
05346	0.385497153	0.17963529	-0.003657835	0.13940111
05347	0.414200455	0.19242154	-0.002161659	0.13920932
05348	0.384924620	0.18938431	-0.002190342	0.14034989
05349	0.388448983	0.18207663	-0.002678703	0.13895911
05350	0.422823250	0.20195058	-0.002195694	0.13776165
05351	0.420387685	0.20615757	-0.002523343	0.13492616
05352	0.417219907	0.19214545	-0.002449783	0.13932338
05353	0.397477210	0.18402171	-0.002586259	0.13960963
05354	0.373388290	0.17964430	-0.002445060	0.13825160
05355	0.394407898	0.18765973	-0.002166577	0.13850293
05356	0.415438622	0.17374782	-0.001493358	0.13762470
05357	0.380755126	0.18060194	-0.001407532	0.13864045
05358	0.370952219	0.19691673	-0.001232633	0.13779669
05359	0.415924817	0.19688526	-0.002046144	0.13815442
05360	0.433221459	0.19906725	-0.002092811	0.13952377
05361	0.399227291	0.18988922	-0.002462568	0.13696657
05362	0.380821377	0.18204434	-0.002689458	0.13858248
05363	0.394188643	0.20253046	-0.003777828	0.14098187
05364	0.430021107	0.18776718	-0.003005688	0.13787112
05365	0.415694624	0.19402169	-0.001821495	0.13855372
05366	0.395185351	0.18286018	-0.002674408	0.13695891
05367	0.376035213	0.19576608	-0.003370189	0.13727696
05368	0.403955340	0.19716801	-0.002149741	0.13728000
05369	0.393485367	0.18541065	-0.002794553	0.13775797
05370	0.381852359	0.19384448	-0.002209148	0.13481028
05371	0.377503812	0.18187916	-0.002435341	0.13894069
05372	0.374201030	0.18862970	-0.002261793	0.13806324
05373	0.365241289	0.19403780	-0.001869085	0.14116952
05374	0.398386836	0.20823757	-0.003521454	0.13916133
05375	0.390816718	0.20334378	-0.002791092	0.13572045
05376	0.371358365	0.19035293	-0.003148485	0.14164302
05377	0.425477475	0.20654064	-0.001339994	0.13695259
05378	0.418225706	0.19410841	-0.002250521	0.13993694
05379	0.392595440	0.20815793	-0.001356491	0.13929065
05380	0.367024273	0.18197113	-0.002701917	0.13952231
05381	0.385561824	0.20975120	-0.002793438	0.14176010
05382	0.421450108	0.19597593	-0.003007601	0.13892820
05383	0.396636426	0.18590200	-0.002297348	0.13912320
05384	0.448995471	0.20407595	-0.002653162	0.13598046
05385	0.423798919	0.20543388	-0.000881793	0.13756283
05386	0.404012740	0.19943978	-0.002898543	0.13545609
05387	0.364491999	0.18979701	-0.003234646	0.13987096
05388	0.386354297	0.18908748	-0.002341447	0.14057663
05389	0.401035756	0.18115813	-0.001283164	0.13873582
05390	0.419226795	0.18959503	-0.002580502	0.13883123
05391	0.397601694	0.19761190	-0.003050128	0.13674527
05392	0.454518080	0.21205324	-0.002355021	0.13772921
05393	0.403854787	0.17587565	-0.002453960	0.13764271
05394	0.413130015	0.21640408	-0.002035895	0.13542987
05395	0.387251288	0.20317566	-0.002457977	0.13961935
05396	0.415689170	0.19798464	-0.001274090	0.14032528
05397	0.430528373	0.19751987	-0.002542763	0.13906544
05398	0.383663237	0.18160526	-0.002031982	0.13762203
05399	0.402481258	0.19700634	-0.001714813	0.13893026
05400	0.359663874	0.15734878	-0.001976350	0.13702573
05401	0.402968049	0.19522606	-0.001202826	0.13760483
05402	0.365750939	0.17777438	-0.002642222	0.14137784
05403	0.394359291	0.19891483	-0.002743708	0.13736454
05404	0.414396048	0.19532520	-0.002479468	0.14016169
05405	0.397032082	0.17567404	-0.002382084	0.13826767
05406	0.414078236	0.19415236	-0.001948965	0.13966142
05407	0.371889055	0.17160073	-0.001063486	0.13974269
05408	0.415437609	0.19339794	-0.002098202	0.13877328
05409	0.399832606	0.20533559	-0.002332601	0.14022681
05410	0.386690795	0.18579350	-0.001861249	0.13863179
05411	0.377050817	0.18499221	-0.001590088	0.13883471
05412	0.380000532	0.18030228	-0.001597023	0.13794374
05413	0.411944538	0.20862994	-0.002294082	0.13814691
05414	0.392685682	0.19712475	-0.002674025	0.14016695
05415	0.436836898	0.21277303	-0.002183394	0.13572195
05416	0.394002646	0.18272915	-0.001822100	0.14014037
05417	0.370356560	0.19264121	-0.001796288	0.13831715
05418	0.399207741	0.19440098	-0.002667370	0.13807285
05419	0.389550477	0.17866895	-0.002770915	0.13986023
05420	0.418925703	0.20441782	-0.001659021	0.14049175
05421	0.389870524	0.19362018	-0.001795870	0.14051260
05422	0.405793518	0.19251455	-0.002821932	0.13700776
05423	0.435611814	0.20105287	-0.002053109	0.13566312
05424	0.367873311	0.19463441	-0.001455625	0.13679385
05425	0.396838784	0.19241937	-0.001768783	0.14112173
05426	0.353387773	0.17161593	-0.003268195	0.13867420
05427	0.411394298	0.19772887	-0.001727535	0.13888586
05428	0.381696403	0.17734592	-0.001911767	0.13911492
05429	0.371681154	0.18593408	-0.001797117	0.13788851
05430	0.375758648	0.20854871	-0.002231458	0.13666397
05431	0.390721321	0.19958387	-0.002341145	0.13692354
05432	0.413539976	0.20905599	-0.002762750	0.13639921
05433	0.401253641	0.18636812	-0.002465235	0.13800362
05434	0.401545614	0.19675490	-0.002881171	0.13802303
05435	0.420233101	0.18441167	-0.001384362	0.13703030
05436	0.394001603	0.18006371	-0.003123392	0.13930169
05437	0.377213269	0.18303844	-0.002603857	0.13644765
05438	0.369222552	0.20053288	-0.001954390	0.13791656
05439	0.406207323	0.19530205	-0.002626905	0.13831432
05440	0.395399183	0.19131997	-0.002232187	0.13545403
05441	0.409982860	0.19880520	-0.002444601	0.13843817
05442	0.410401314	0.20036429	-0.001923840	0.13785496
05443	0.445591986	0.20300958	-0.002574014	0.13558854
05444	0.384621441	0.19722699	-0.001742227	0.13823502
05445	0.410295784	0.18809490	-0.002491694	0.13668114
05446	0.404822767	0.18631861	-0.001896973	0.13988814
05447	0.399333715	0.19613703	-0.002914582	0.13793889
05448	0.416899502	0.19619222	-0.002078744	0.13888261
05449	0.411610484	0.19124296	-0.002637860	0.14028715
05450	0.388390273	0.20349327	-0.002522776	0.13722005
05451	0.391383201	0.20173122	-0.003339736	0.13805681
05452	0.376441300	0.18456383	-0.002130787	0.13949685
05453	0.356978804	0.19314820	-0.002998370	0.13838986
05454	0.357155323	0.20725536	-0.002668193	0.13668831
05455	0.389340818	0.19506359	-0.002685743	0.13838884
05456	0.369762808	0.20197986	-0.001990755	0.13582361
05457	0.385093659	0.19312060	-0.002685992	0.13915269
05458	0.383170158	0.18390696	-0.003080904	0.13842873
05459	0.403816164	0.20466869	-0.002395357	0.13521048
05460	0.403874785	0.20169349	-0.002795618	0.13897645
05461	0.404856414	0.18771099	-0.001468098	0.13969581
05462	0.407231271	0.20976630	-0.002061445	0.13787267
05463	0.405566663	0.20813213	-0.002349465	0.13902095
05464	0.368247569	0.18069422	-0.002117541	0.13582957
05465	0.400945544	0.21573992	-0.001275926	0.13659689
05466	0.396386176	0.20214832	-0.002317826	0.13683750
05467	0.391228378	0.18715434	-0.001924354	0.13745958
05468	0.432490110	0.19631082	-0.001057005	0.13833642
05469	0.373959988	0.18788646	-0.001612294	0.13883403
05470	0.387824953	0.20078373	-0.002486396	0.13717754
05471	0.406258821	0.19408709	-0.002137018	0.13761868
05472	0.424311280	0.20862693	-0.002503080	0.13759515
05473	0.357566744	0.19260100	-0.002483847	0.13890064
05474	0.377440095	0.19651842	-0.002721895	0.14006011
05475	0.376661092	0.18132724	-0.002140351	0.13816911
05476	0.369763881	0.19143467	-0.002098089	0.13668118
05477	0.367130876	0.17977642	-0.003116129	0.13952368
05478	0.375294983	0.21100663	-0.002357367	0.13871619
05479	0.386114955	0.18846765	-0.002495583	0.13939604
05480	0.441225052	0.19830996	-0.001517028	0.13979870
05481	0.417485356	0.20571992	-0.002713176	0.13778301
05482	0.416272879	0.20661591	-0.001976071	0.13766861
05483	0.407013625	0.19788118	-0.001630067	0.13707244
05484	0.433509469	0.20891847	-0.001514705	0.13911735
05485	0.411062986	0.20460865	-0.001706152	0.14080825
05486	0.390513271	0.18895596	-0.002282087	0.13811620
05487	0.377221048	0.19309318	-0.002460578	0.13757509
05488	0.386215001	0.19318812	-0.001285165	0.14020212
05489	0.390460640	0.19272104	-0.002451797	0.13771762
05490	0.408932865	0.20108974	-0.002725347	0.13613106
05491	0.432561040	0.21554299	-0.002340036	0.13564482
05492	0.410813183	0.19961996	-0.002156831	0.13721243
05493	0.388273001	0.20126127	-0.002305787	0.13806184
05494	0.399049908	0.19418801	-0.001356005	0.13651606
05495	0.422352582	0.18504865	-0.002306209	0.13807808
05496	0.383171856	0.18712494	-0.002739682	0.13930148
05497	0.404443741	0.19403483	-0.002796262	0.13776730
