iter	MeanSimScore	StdSimScore	MeanNegScore	StdNegScore
05062	0.420356423	0.20202138	-0.001833849	0.13908227
05063	0.447139025	0.18707259	-0.002115025	0.13686827
05064	0.483744353	0.19186932	-0.000798643	0.13891429
05065	0.474857777	0.20308132	0.000434581	0.13633202
05066	0.462803870	0.19920053	-0.002273610	0.13355322
05067	0.450899482	0.20181243	-0.001803030	0.13260888
05068	0.473522455	0.20331852	-0.001922767	0.13554524
05069	0.441605031	0.19474792	-0.002279792	0.13523546
05070	0.400959641	0.19688615	-0.003465676	0.13636425
05071	0.406994462	0.18133689	-0.001554918	0.13773784
05072	0.424790293	0.20071821	-0.002712376	0.13507201
05073	0.442657560	0.19529536	-0.002734772	0.13519046
05074	0.478801876	0.20104319	-0.002490610	0.13369234
05075	0.477489382	0.19535471	-0.001747318	0.13634622
05076	0.456216216	0.20196965	-0.001340445	0.13484743
05077	0.464289278	0.17539257	-0.001512571	0.13420324
05078	0.448517144	0.20951371	-0.003404763	0.13428888
05079	0.449809134	0.20584407	-0.001133299	0.13598904
05080	0.421550483	0.16831428	-0.002453926	0.13686430
05081	0.452618122	0.18780690	-0.001427974	0.13681370
05082	0.450452268	0.18689884	-0.001909355	0.13805009
05083	0.471477181	0.21117321	-0.001799468	0.13381721
05084	0.502463877	0.19193260	-0.000668064	0.13692342
05085	0.450457454	0.20272112	-0.003453986	0.13345620
05086	0.407255918	0.21700597	-0.002341893	0.13610119
05087	0.477423996	0.18576317	-0.001455984	0.13710986
05088	0.422342151	0.20056926	-0.002864973	0.13721238
05089	0.424403042	0.17409596	-0.002483087	0.13713622
05090	0.447417557	0.20745936	-0.002538358	0.13333672
05091	0.458226979	0.19057338	-0.003155083	0.13654415
05092	0.411896050	0.19619791	-0.002305170	0.13423660
05093	0.485973448	0.19836281	-0.000849789	0.13393465
05094	0.429249674	0.20385748	-0.001099769	0.13493352
05095	0.457716972	0.18895499	-0.002267880	0.13663113
05096	0.461977452	0.19043657	-0.003012523	0.13715297
05097	0.469185293	0.18144232	-0.001956590	0.13650213
05098	0.432324201	0.18904716	-0.002939154	0.13616355
05099	0.394818395	0.18814349	-0.001030138	0.13788217
05100	0.492824137	0.19733724	-0.003604749	0.13584219
05101	0.463308573	0.16917908	-0.001843649	0.13633439
05102	0.440320671	0.18858367	-0.001202403	0.13883756
05103	0.471652329	0.19947217	-0.002045174	0.13202266
05104	0.473511755	0.18912713	-0.002051351	0.13491431
05105	0.426152408	0.20263036	-0.002068350	0.13485543
05106	0.407650441	0.20435004	-0.003137649	0.13475513
05107	0.435951531	0.19500765	-0.002093553	0.13523084
05108	0.462802559	0.17664270	-0.002879217	0.13603628
05109	0.452812046	0.16988617	0.000278056	0.13637099
05110	0.427543133	0.21119252	-0.002448914	0.13604003
05111	0.503067255	0.22291416	-0.003467104	0.13105661
05112	0.474963039	0.19468588	-0.001836125	0.13300942
05113	0.458507419	0.20347005	-0.002038749	0.13209032
05114	0.408575922	0.21148297	-0.003402651	0.13411695
05115	0.416052043	0.18791115	-0.002329137	0.13572702
05116	0.448037922	0.20493656	-0.001589490	0.13664743
05117	0.480861813	0.18382825	-0.001505936	0.13748275
05118	0.404583514	0.19317651	-0.002649039	0.13743179
05119	0.408844024	0.17148322	-0.002361206	0.13908449
05120	0.403139323	0.19426167	-0.003626646	0.13536108
05121	0.431687057	0.20203988	-0.002278086	0.13591027
05122	0.441961855	0.19516554	-0.002643665	0.13559666
05123	0.476423115	0.18753383	-0.003012198	0.13969499
05124	0.397114038	0.17821585	-0.003915794	0.13889307
05125	0.466719598	0.19355068	-0.002119764	0.14020523
05126	0.414326012	0.20461690	-0.001992420	0.13922161
05127	0.441060454	0.18510357	-0.001639632	0.13717297
05128	0.398258984	0.18376169	-0.002976581	0.13796119
05129	0.440493643	0.20595379	-0.001755473	0.13512985
05130	0.447788805	0.19464564	-0.003976817	0.13516600
05131	0.359443337	0.17549632	-0.000875771	0.13723455
05132	0.475706756	0.20816958	-0.002951124	0.13538767
05133	0.485523760	0.20835865	-0.000993838	0.13609272
05134	0.439399183	0.21290928	-0.002688342	0.13404521
05135	0.443859935	0.19182687	-0.002769886	0.13130178
05136	0.423217148	0.19573960	-0.002518435	0.13541664
05137	0.424012125	0.19230688	-0.001596518	0.13415456
05138	0.443536311	0.19423768	-0.002127230	0.13739355
05139	0.496120602	0.20080461	-0.001618331	0.13449170
05140	0.446029037	0.18812792	-0.000527122	0.14027430
05141	0.419358164	0.20752873	-0.001842430	0.13601297
05142	0.492811888	0.18983477	-0.001349577	0.13641354
05143	0.467530519	0.18834428	-0.002285651	0.13248448
05144	0.460472554	0.20101936	-0.003079589	0.13249201
05145	0.477618873	0.19613132	-0.002547903	0.13591959
05146	0.454733253	0.18900216	-0.003516654	0.13548891
05147	0.428963929	0.18203765	-0.001753540	0.13667865
05148	0.459330171	0.20993470	-0.000851710	0.13758348
05149	0.446854949	0.18659095	-0.003735915	0.13702470
05150	0.449806690	0.19843550	-0.002698459	0.13669421
05151	0.417931169	0.18043624	-0.001813551	0.13290671
05152	0.420325369	0.19882952	-0.002194630	0.13482484
05153	0.469560027	0.18899557	-0.003803168	0.13297696
05154	0.473758727	0.18836993	-0.002963608	0.13532035
05155	0.441281199	0.18863773	-0.001447200	0.13410525
05156	0.458496898	0.19862160	-0.002830118	0.13511392
05157	0.453573942	0.18858765	-0.003708258	0.13572472
05158	0.420377046	0.18843904	-0.001748412	0.13295344
05159	0.485673100	0.19626981	-0.002828309	0.13623823
05160	0.457898438	0.20446195	-0.002848356	0.13357389
05161	0.432797402	0.19703060	-0.002455874	0.13606103
05162	0.476345718	0.20654920	-0.004466319	0.13207838
05163	0.490848809	0.20220868	-0.001032172	0.13250610
05164	0.493639052	0.19976862	-0.004315829	0.13576898
05165	0.428031385	0.17715645	-0.001530966	0.13996576
05166	0.483450443	0.18704814	-0.001384407	0.13343532
05167	0.436661839	0.19085060	-0.003815596	0.13321990
05168	0.480739623	0.20116785	-0.002216844	0.13312110
05169	0.469692051	0.21453461	-0.003191782	0.13245486
05170	0.459924102	0.19440027	-0.001159635	0.13546588
05171	0.493015528	0.21156789	-0.002577252	0.13483037
05172	0.465008140	0.20176004	-0.002147876	0.13501959
05173	0.448103935	0.20124380	-0.003188276	0.13403040
05174	0.468286514	0.20930023	-0.002406907	0.13167784
05175	0.447426915	0.19344611	-0.003925161	0.13640036
05176	0.474800348	0.19088952	-0.002552750	0.13531278
05177	0.405822247	0.20298341	-0.001309312	0.13360058
05178	0.450893492	0.19109720	-0.001739484	0.13550994
05179	0.445367366	0.18700245	-0.002587684	0.13574283
05180	0.469871283	0.19591852	0.000386679	0.13486253
05181	0.443579167	0.20368977	-0.002076578	0.13428023
05182	0.472232401	0.19947569	-0.001674535	0.13262197
05183	0.423656344	0.20022732	-0.002642708	0.13954718
05184	0.492808998	0.18123771	-0.001761065	0.13486567
05185	0.420955330	0.18725836	-0.003643419	0.13973315
05186	0.487603784	0.19277948	-0.002030475	0.13625161
05187	0.441521853	0.19071057	-0.002023197	0.13462274
05188	0.423495561	0.18686549	-0.002106519	0.13412967
05189	0.420824885	0.18983972	-0.003073226	0.13736233
05190	0.450381011	0.19174778	-0.003588651	0.13308111
05191	0.433620542	0.20126204	-0.002341230	0.13850918
05192	0.449863374	0.16887763	-0.003045714	0.13448471
05193	0.447243452	0.19538522	-0.002387362	0.13436538
05194	0.372553498	0.19138126	-0.002087981	0.13944492
05195	0.490866452	0.20967786	-0.002653469	0.13407961
05196	0.469189078	0.20260838	-0.002792176	0.13282917
05197	0.433556050	0.20243874	-0.002000942	0.13514186
05198	0.446549505	0.17099142	-0.002304038	0.13421905
05199	0.454321712	0.20094074	-0.002727953	0.13558276
05200	0.418203473	0.19103253	-0.002671572	0.13557081
05201	0.433259070	0.18256398	-0.004696251	0.13912153
05202	0.449469715	0.19307566	-0.002984877	0.13380222
05203	0.445026189	0.17088902	-0.002185425	0.13715741
05204	0.479054421	0.20715506	-0.000545698	0.13558821
05205	0.498232841	0.19995038	-0.002237261	0.13081817
05206	0.388710737	0.19007106	-0.000686641	0.13583715
05207	0.427869111	0.18010689	-0.003263382	0.13396901
05208	0.478476882	0.17814595	-0.002621932	0.13398038
05209	0.442574561	0.18290997	-0.002818336	0.13752058
05210	0.475843757	0.19886184	-0.001907281	0.13513672
05211	0.487950444	0.17586249	-0.001113126	0.13455430
05212	0.392620414	0.16339016	-0.003424687	0.13839802
05213	0.459675282	0.19726895	-0.001824888	0.13617465
05214	0.424542248	0.20606031	-0.001402082	0.13378619
05215	0.466031164	0.19583918	-0.003398734	0.13463245
05216	0.448638737	0.18662849	-0.001872061	0.13579443
05217	0.465536267	0.18658985	-0.002058027	0.13505052
05218	0.460650504	0.20395014	-0.000998288	0.13672416
05219	0.499619961	0.21449743	-0.001676629	0.13269265
05220	0.414984703	0.19248287	-0.003695751	0.13606657
05221	0.434345335	0.17863277	-0.001530144	0.13299048
05222	0.453688681	0.17855105	-0.002377264	0.13684949
05223	0.412613571	0.19217511	-0.002062936	0.13548811
05224	0.419816971	0.19119792	-0.003222018	0.13313620
05225	0.396455109	0.19469902	-0.003221327	0.13692650
05226	0.439216971	0.18466565	-0.001883365	0.13771376
05227	0.449237347	0.18938531	-0.002176953	0.13302962
05228	0.469565243	0.18551289	-0.002429994	0.13423519
05229	0.436586231	0.19144572	-0.003889665	0.13721679
05230	0.492259949	0.18246801	-0.002935090	0.13534430
05231	0.444898069	0.18617499	-0.004699221	0.13358033
05232	0.448175400	0.19302893	-0.002832666	0.13560697
05233	0.416894168	0.20327124	-0.001279554	0.13706400
05234	0.494218916	0.19436400	-0.000943606	0.13485698
05235	0.414555490	0.17346567	-0.001391551	0.13944446
05236	0.391743153	0.17606662	-0.001103161	0.13525648
05237	0.480917275	0.19584638	-0.000523476	0.13577506
05238	0.473735094	0.19721660	-0.001994586	0.13390960
05239	0.468626767	0.18208516	-0.002048567	0.13260274
05240	0.430765748	0.19485848	-0.003085004	0.13467036
05241	0.468975961	0.20616254	-0.001854990	0.13276514
05242	0.431327254	0.18382445	-0.001202751	0.13361838
05243	0.427078217	0.18594262	-0.003258796	0.13441060
05244	0.494652122	0.20515035	-0.000599223	0.13419276
05245	0.451927096	0.21096662	-0.003108313	0.13548380
05246	0.421461314	0.18359777	-0.002573201	0.13664182
05247	0.413286120	0.18650764	-0.003414922	0.13426991
05248	0.450399756	0.18021874	-0.002020969	0.13395421
05249	0.456536531	0.18822379	-0.002429710	0.13459945
05250	0.482282877	0.20342855	-0.003659735	0.13422012
05251	0.467143267	0.21606058	-0.002908814	0.13853207
05252	0.420043141	0.19810507	-0.002059050	0.13754165
05253	0.455427110	0.20352447	-0.002416505	0.13358165
05254	0.471104175	0.20277375	-0.002866041	0.13354678
05255	0.462833107	0.18897186	-0.001658665	0.13685542
05256	0.455348164	0.19351378	-0.003269169	0.13688812
05257	0.409579277	0.19985963	-0.003574099	0.13823295
05258	0.463033408	0.20030443	-0.000225587	0.13418281
05259	0.493545771	0.22225191	-0.002801061	0.13369286
05260	0.441364646	0.18656604	-0.002669736	0.13570331
05261	0.461047739	0.17556989	-0.001937457	0.13657749
05262	0.477134824	0.18605435	-0.001205126	0.13256153
05263	0.430749416	0.19325806	-0.001874347	0.13801779
05264	0.445925951	0.19815819	-0.001615436	0.13767250
05265	0.454219431	0.19367687	-0.003197319	0.13460575
05266	0.402805954	0.17986350	-0.002959294	0.13642618
05267	0.437722385	0.20843016	-0.002005371	0.13381383
05268	0.411537319	0.17338075	-0.003082360	0.13500224
05269	0.459322453	0.18955173	-0.002245556	0.13516808
05270	0.483752966	0.19744647	-0.002628944	0.13360693
05271	0.484086573	0.21139045	-0.002444317	0.13606049
05272	0.507911086	0.19331458	-0.002873296	0.13571519
05273	0.428834200	0.17255422	-0.002943990	0.13629526
05274	0.458595961	0.19928427	-0.001049374	0.13778099
05275	0.425148129	0.18443015	-0.001072168	0.13647905
05276	0.457011461	0.17919981	-0.000892069	0.13686077
05277	0.462095380	0.20305657	-0.001768722	0.13468480
05278	0.444308341	0.20224255	-0.001791360	0.13688731
05279	0.515152812	0.20275009	-0.002751519	0.13278830
05280	0.478658408	0.18875381	-0.001313690	0.13395186
05281	0.461312145	0.20368017	-0.001015816	0.13421811
05282	0.389407694	0.18571506	-0.002473902	0.13557845
05283	0.409288347	0.19893913	-0.001940415	0.13550586
05284	0.449193299	0.19855838	-0.002890310	0.13451365
05285	0.406796515	0.21279556	-0.001507512	0.13476714
05286	0.427078366	0.19636741	-0.000450327	0.13423696
05287	0.434065610	0.18466443	-0.003539958	0.13385317
05288	0.479627043	0.19635202	-0.001275093	0.13789147
05289	0.470227897	0.20805863	-0.003207535	0.13815656
05290	0.400349021	0.19621533	-0.001884091	0.13637884
05291	0.386067927	0.18832831	-0.002512142	0.13671212
05292	0.445323288	0.17827758	-0.000758331	0.13624373
05293	0.488083452	0.20448573	-0.001601605	0.13556555
05294	0.423525631	0.17347006	-0.002018142	0.13712597
05295	0.458357990	0.21469812	-0.003333900	0.13558494
05296	0.463195503	0.20414162	-0.001973392	0.13572635
05297	0.467387795	0.20811312	-0.002650185	0.13583215
05298	0.487594575	0.20739567	-0.002595992	0.13561936
05299	0.446328700	0.18566440	-0.001339505	0.13255914
05300	0.450082600	0.18808839	-0.002927492	0.13756473
05301	0.432765782	0.18625948	-0.002787385	0.13869171
05302	0.480352491	0.21105243	-0.003379731	0.13152161
05303	0.449131727	0.21076705	-0.002179462	0.13617334
05304	0.415477782	0.17288016	-0.002906889	0.13371913
05305	0.441658229	0.20730464	-0.002811448	0.13433883
05306	0.456059635	0.18309613	-0.002574702	0.13685006
05307	0.453689128	0.19536234	-0.000222713	0.13470671
05308	0.461470664	0.20141271	-0.002556249	0.13579676
05309	0.491045833	0.21364403	-0.002115946	0.13560440
05310	0.494951546	0.19586338	-0.003598382	0.13652888
05311	0.477640837	0.18153310	-0.001189644	0.13607389
05312	0.452472270	0.17963995	-0.002036255	0.13756737
05313	0.439623743	0.18767172	-0.001706253	0.13920088
05314	0.432989091	0.19430110	-0.004233391	0.13708459
05315	0.452191353	0.18462488	-0.002141281	0.13795412
05316	0.430396765	0.19691172	-0.001550499	0.13486625
05317	0.443220288	0.21032846	-0.002468107	0.13512565
05318	0.423493445	0.18186991	-0.002228334	0.13708703
05319	0.398155987	0.18556128	-0.000499327	0.13534072
05320	0.446419507	0.20187669	-0.003221913	0.13650866
05321	0.460461497	0.18953922	-0.002296573	0.13618773
05322	0.440667987	0.19529937	-0.001617189	0.13454421
05323	0.462487072	0.18591315	-0.002139162	0.13510861
05324	0.484015524	0.21452640	-0.002261110	0.13515107
05325	0.464385688	0.20676933	-0.003950416	0.13304159
05326	0.443030238	0.20290485	-0.003080381	0.13278362
05327	0.444688648	0.18178144	-0.001932393	0.13511229
05328	0.456284702	0.19794187	-0.003056847	0.13459702
05329	0.415253788	0.20520015	-0.000945984	0.13697761
05330	0.443441689	0.18430574	-0.002723806	0.13765417
05331	0.419100672	0.19333944	-0.002756544	0.13503863
05332	0.441012979	0.18786813	-0.001787418	0.13657132
05333	0.427510887	0.17963755	-0.004645282	0.13577542
05334	0.430720747	0.18558079	-0.004923638	0.13461040
05335	0.452959299	0.17215972	-0.002133406	0.13845773
05336	0.428835899	0.19477265	-0.003918502	0.13269329
05337	0.485348016	0.20789868	-0.003112762	0.13510273
05338	0.405973375	0.18913333	-0.003974120	0.13563401
05339	0.504253805	0.21070792	-0.001763397	0.13662905
05340	0.466897309	0.20394517	-0.002660856	0.13502434
05341	0.453093231	0.20432778	-0.001788507	0.13657899
05342	0.426963240	0.20911366	-0.001076526	0.13979398
05343	0.422822475	0.20970091	-0.004255459	0.13459045
05344	0.440881312	0.18918654	-0.005251372	0.13403331
05345	0.465018570	0.19465753	-0.001077519	0.13728505
05346	0.437423319	0.18429799	-0.003384597	0.13653097
05347	0.446921527	0.21035884	-0.003012864	0.13646367
05348	0.437739879	0.19918595	-0.000877509	0.13549288
05349	0.426682740	0.18870160	-0.003361182	0.13480398
05350	0.484151721	0.21058170	-0.003048394	0.13443425
05351	0.474002123	0.20318781	-0.002641784	0.13368998
05352	0.488611341	0.18940330	-0.002562918	0.13435015
05353	0.438355029	0.19199501	-0.003356934	0.13687633
05354	0.415530324	0.18333289	-0.001979365	0.13628863
05355	0.440869182	0.18529907	-0.002505390	0.13558628
05356	0.455139965	0.17263079	-0.000707509	0.13556916
05357	0.426787555	0.18084799	-0.001252504	0.13508657
05358	0.415612221	0.21117318	-0.001086190	0.13630399
05359	0.460610241	0.19816400	-0.003220832	0.13700788
05360	0.486751318	0.20349026	-0.002621551	0.13559218
05361	0.442512810	0.20444587	-0.002038990	0.13601710
05362	0.433125198	0.19292079	-0.002339263	0.13314797
05363	0.450529754	0.20620973	-0.003902030	0.13701643
05364	0.474707723	0.19340567	-0.002924096	0.13355665
05365	0.475614280	0.18307525	-0.002527552	0.13472447
05366	0.441178292	0.19393726	-0.003295482	0.13482675
05367	0.436432660	0.19348189	-0.002157695	0.13323401
05368	0.444003701	0.20069151	-0.003149605	0.13360046
05369	0.449044794	0.18703520	-0.002473579	0.13483185
05370	0.436319232	0.20453754	-0.002281683	0.13316600
05371	0.421813577	0.19114415	-0.001635505	0.13501824
05372	0.420745820	0.19455811	-0.001699493	0.13671595
05373	0.465738744	0.18063368	-0.002479193	0.14061494
05374	0.460278720	0.21534733	-0.003854990	0.13501740
05375	0.466917992	0.20710708	-0.002576574	0.13227859
05376	0.439377189	0.18154041	-0.003239966	0.13971084
05377	0.476243556	0.20687179	-0.001474958	0.13330051
05378	0.432921052	0.20168373	-0.003026818	0.13605158
05379	0.469546646	0.19987741	-0.000981614	0.13590151
05380	0.406718165	0.19208486	-0.003725150	0.13714528
05381	0.460780740	0.20165993	-0.000922931	0.14065234
05382	0.478245258	0.19047171	-0.003495161	0.13635860
05383	0.488950133	0.17560922	-0.000227668	0.13858734
05384	0.503628492	0.20801866	-0.002552981	0.13247535
05385	0.504384875	0.19113380	-0.000935154	0.13381226
05386	0.455716878	0.21064581	-0.003715247	0.13269843
05387	0.420059681	0.20197493	-0.004035079	0.13785967
05388	0.436365396	0.19088101	-0.001867253	0.14006969
05389	0.421456277	0.19460469	-0.002614225	0.13227737
05390	0.478102595	0.20404090	-0.003175667	0.13435054
05391	0.451742977	0.21645741	-0.002759266	0.13357131
05392	0.510278463	0.20913960	-0.003827799	0.13368277
05393	0.448820263	0.18949121	-0.003011563	0.13334627
05394	0.477860749	0.21565618	-0.001814455	0.13373499
05395	0.430788040	0.19343607	-0.001808541	0.13842167
05396	0.474448055	0.19211918	-0.000994880	0.13707925
05397	0.485970020	0.20757054	-0.001768196	0.13431834
05398	0.440900475	0.18946330	-0.002538023	0.13456200
05399	0.487275153	0.17499070	-0.000442769	0.13639599
05400	0.398136228	0.14982276	-0.002926881	0.13367480
05401	0.483185828	0.18224934	-0.001745519	0.13619614
05402	0.415117323	0.19758891	-0.001881307	0.13923258
05403	0.465374589	0.20234230	-0.001866976	0.13498807
05404	0.475631833	0.19697002	-0.002915628	0.13729891
05405	0.436956406	0.17871727	-0.002973104	0.13847715
05406	0.456374228	0.19101052	-0.003136860	0.13733441
05407	0.408195376	0.18293838	-0.000864555	0.13895515
05408	0.445819736	0.18779328	-0.001542713	0.13600928
05409	0.455569088	0.20140131	-0.003520200	0.13924426
05410	0.432565838	0.19503364	-0.001745984	0.13372119
05411	0.436528683	0.19482461	-0.001084673	0.13785873
05412	0.422755003	0.18801989	-0.002892313	0.13683467
05413	0.471307427	0.20188507	-0.002540765	0.13487336
05414	0.443971545	0.20061173	-0.001670389	0.13868514
05415	0.488440871	0.21041408	-0.001349380	0.13363221
05416	0.430726647	0.18344733	-0.002770006	0.13539463
05417	0.437056035	0.18309036	-0.002682267	0.13489011
05418	0.467481196	0.18678801	-0.002456747	0.13683605
05419	0.433446229	0.18444137	-0.003098814	0.13762970
05420	0.465154856	0.20840932	-0.001776505	0.13557358
05421	0.461284697	0.20487887	-0.000542332	0.13752393
05422	0.433522612	0.20043539	-0.003171745	0.13300465
05423	0.508579791	0.20655233	-0.002148954	0.13127378
05424	0.445636302	0.19290549	-0.000635699	0.13525791
05425	0.471407443	0.19067293	-0.002160425	0.13755791
05426	0.418502271	0.17335112	-0.004402818	0.13489494
05427	0.460038990	0.19795731	-0.001792098	0.13754153
05428	0.454272360	0.17710206	-0.001878296	0.13705213
05429	0.426877648	0.18653584	-0.002724445	0.13427369
05430	0.446364373	0.19926302	-0.001970688	0.13479555
05431	0.431040645	0.19408095	-0.003764866	0.13111661
05432	0.504177392	0.20313321	-0.002627547	0.13238771
05433	0.466897368	0.18498759	-0.002549437	0.13469614
05434	0.442806721	0.18909229	-0.003156082	0.13838485
05435	0.452117980	0.19707085	-0.002215258	0.13242587
05436	0.444185257	0.18430860	-0.001929373	0.13548966
05437	0.430499703	0.18398139	-0.001464894	0.13544044
05438	0.452676386	0.20504738	-0.001874110	0.13438706
05439	0.459842831	0.19723220	-0.002666066	0.13559864
05440	0.446173996	0.20401491	-0.002394427	0.13110772
05441	0.474314958	0.19812100	-0.002270049	0.13497236
05442	0.461221874	0.20356122	-0.001384302	0.13534537
05443	0.484271705	0.21476014	-0.001728398	0.13203607
05444	0.429801255	0.20344819	-0.001533909	0.13681042
05445	0.454778224	0.20408823	-0.002689742	0.13470849
05446	0.441269785	0.20197928	-0.001452804	0.13596898
05447	0.446348131	0.18572484	-0.000902872	0.13568306
05448	0.468736917	0.20410255	-0.002353479	0.13387735
05449	0.465095580	0.19516414	-0.002535354	0.13641474
05450	0.463872522	0.20836394	-0.002311810	0.13336058
05451	0.462457478	0.19696061	-0.002646304	0.13645859
05452	0.425842255	0.18199819	-0.002325154	0.13444930
05453	0.422848940	0.18779211	-0.001804654	0.13748673
05454	0.411731452	0.19818904	-0.002534136	0.13467814
05455	0.437905699	0.19823188	-0.001945666	0.13593172
05456	0.439649999	0.20409176	-0.002717624	0.13171852
05457	0.444133461	0.19378346	-0.001663643	0.13786110
05458	0.445244789	0.18463281	-0.002617504	0.13602096
05459	0.480349362	0.20202939	-0.001722559	0.13274625
05460	0.458449692	0.20226453	-0.001729902	0.13613026
05461	0.451968461	0.18198901	-0.001136517	0.13791440
05462	0.516299427	0.18978608	-0.002378176	0.13364172
05463	0.451604307	0.21172428	-0.001665022	0.13643685
05464	0.408309817	0.18628588	-0.001092170	0.13478582
05465	0.462566882	0.21413304	-0.000861874	0.13296737
05466	0.463717312	0.21008471	-0.002378624	0.13364734
05467	0.437842548	0.17795262	-0.001217330	0.13475157
05468	0.486759901	0.18979447	-0.001109357	0.13588686
05469	0.439513028	0.17460336	-0.001820192	0.13644089
05470	0.457454473	0.20479864	-0.002378758	0.13280557
05471	0.438170552	0.20329903	-0.001720595	0.13337669
05472	0.491825253	0.20755573	-0.002780656	0.13321368
05473	0.430369377	0.20158269	-0.002707589	0.13670851
05474	0.464884490	0.20387052	-0.002314124	0.13799229
05475	0.410122246	0.21310990	-0.001629145	0.13425018
05476	0.419534266	0.18958686	-0.002116119	0.13203964
05477	0.406451792	0.19370754	-0.003373441	0.13739209
05478	0.473220676	0.20056206	-0.001807646	0.13527535
05479	0.437210500	0.20087333	-0.002305345	0.13674106
05480	0.509631276	0.19167542	-0.001028157	0.13486056
05481	0.460293442	0.21634348	-0.002448624	0.13439438
05482	0.476527065	0.20099460	-0.002437850	0.13607608
05483	0.458782285	0.19498637	-0.001823141	0.13434131
05484	0.517920136	0.19445921	-0.001590581	0.13668136
05485	0.493098497	0.20296861	-0.000731695	0.13662268
05486	0.426946789	0.19670737	-0.003574195	0.13499586
05487	0.425436765	0.19500861	-0.000962820	0.13316870
05488	0.450459778	0.19743969	0.000207045	0.13693413
05489	0.441234410	0.19896597	-0.002693666	0.13470042
05490	0.464861363	0.19439296	-0.003794148	0.13512108
05491	0.501507044	0.21909428	-0.003892767	0.13104014
05492	0.488106668	0.19440895	-0.003370523	0.13332385
05493	0.459035993	0.19818290	-0.001191009	0.13503295
05494	0.477827430	0.18596789	-0.000965039	0.13208978
05495	0.468939245	0.18070772	-0.002511937	0.13433002
05496	0.422412694	0.17983389	-0.002291153	0.13620247
05497	0.464558423	0.20514445	-0.002838845	0.13658437
